season,date,team,opponent,location,team_score,opp_score,diff
2022,2023-01-07,Louisville,Wake Forest,H,72,80,-8
2022,2023-01-11,Louisville,Clemson,A,70,83,-13
2022,2023-01-14,Louisville,UNC,H,59,80,-21
2022,2023-01-18,Louisville,Pitt,H,54,75,-21
2022,2023-01-25,Louisville,Boston College,A,65,75,-10
2022,2023-02-01,Louisville,Georgia Tech,H,68,58,10
2022,2023-02-04,Louisville,Florida State,H,78,81,-3
2022,2023-02-07,Louisville,Pitt,A,57,91,-34
2022,2023-02-11,Louisville,Miami,A,85,93,-8
2022,2023-02-15,Louisville,UVA,H,58,61,-3
2022,2023-02-18,Louisville,Clemson,H,83,73,10
2022,2023-02-20,Louisville,Duke,A,62,79,-17
2022,2023-02-25,Louisville,Georgia Tech,A,67,83,-16
2022,2023-02-28,Louisville,Virginia Tech,H,54,71,-17
2022,2023-03-04,Louisville,UVA,A,60,75,-15
2022,2023-03-07,Louisville,Boston College,N,62,80,-18
2023,2023-12-03,Louisville,Virginia Tech,A,68,75,-7
2023,2024-01-03,Louisville,UVA,A,53,77,-24
2023,2024-01-06,Louisville,Pitt,H,70,83,-13
2023,2024-01-10,Louisville,Miami,A,80,71,9
2023,2024-01-13,Louisville,NC State,H,83,89,-6
2023,2024-01-17,Louisville,UNC,A,70,86,-16
2023,2024-01-20,Louisville,Wake Forest,A,65,90,-25
2023,2024-01-23,Louisville,Duke,H,69,83,-14
2023,2024-01-27,Louisville,UVA,H,52,69,-17
2023,2024-01-30,Louisville,Clemson,A,64,70,-6
2023,2024-02-03,Louisville,Florida State,H,101,92,9
2023,2024-02-07,Louisville,Syracuse,A,92,94,-2
2023,2024-02-10,Louisville,Georgia Tech,H,79,67,12
2023,2024-02-13,Louisville,Boston College,A,77,89,-12
2023,2024-02-17,Louisville,Pitt,A,59,86,-27
2023,2024-02-28,Louisville,Duke,A,59,84,-25
2023,2024-03-02,Louisville,Syracuse,H,76,82,-6
2023,2024-03-05,Louisville,Virginia Tech,H,64,80,-16
2023,2024-03-09,Louisville,Boston College,H,61,67,-6
2023,2024-03-12,Louisville,NC State,N,85,94,-9
2024,2024-12-08,Louisville,Duke,H,65,76,-11
2024,2024-12-21,Louisville,Florida State,A,90,76,14
2024,2025-01-01,Louisville,UNC,H,83,70,13
2024,2025-01-04,Louisville,UVA,A,70,50,20
2024,2025-01-07,Louisville,Clemson,H,74,64,10
2024,2025-01-11,Louisville,Pitt,A,82,78,4
2024,2025-01-14,Louisville,Syracuse,A,85,61,24
2024,2025-01-18,Louisville,UVA,H,81,67,14
2024,2025-01-21,Louisville,SMU,A,98,73,25
2024,2025-01-28,Louisville,Wake Forest,H,72,59,13
2024,2025-02-01,Louisville,Georgia Tech,A,70,77,-7
2024,2025-02-05,Louisville,Boston College,A,84,58,26
2024,2025-02-08,Louisville,Miami,H,88,78,10
2024,2025-02-12,Louisville,NC State,A,91,66,25
2024,2025-02-22,Louisville,Florida State,H,89,81,8
2024,2025-02-25,Louisville,Virginia Tech,A,71,66,5
2024,2025-03-01,Louisville,Pitt,H,79,68,11
2024,2025-03-08,Louisville,Stanford,H,68,48,20
2024,2025-03-13,Louisville,Stanford,N,75,73,2
2024,2025-03-14,Louisville,Clemson,N,76,73,3
2024,2025-03-15,Louisville,Duke,N,62,73,-11
2025,2026-01-02,Louisville,Stanford,A,76,80,-4
2025,2026-01-06,Louisville,Duke,H,73,84,-11
2025,2026-01-10,Louisville,Boston College,H,75,62,13
2025,2026-01-13,Louisville,UVA,H,70,79,-9
2025,2026-01-17,Louisville,Pitt,A,100,59,41
2025,2026-01-24,Louisville,Virginia Tech,H,85,71,14
2025,2026-01-26,Louisville,Duke,A,52,83,-31
2025,2026-01-31,Louisville,SMU,H,88,74,14
